"date"	"samples"	"reads"	"bases"
"2010-03-31"	NA	NA	NA
"2010-04-01"	NA	NA	NA
"2010-04-02"	NA	NA	NA
"2010-04-03"	NA	NA	NA
"2010-04-04"	NA	NA	NA
"2010-04-05"	NA	NA	NA
"2010-04-06"	NA	NA	NA
"2010-04-07"	264	2821640257	402173211794
"2010-04-08"	1	153460	52867511
"2010-04-09"	4	699603	169393311
"2010-04-10"	NA	NA	NA
"2010-04-11"	NA	NA	NA
"2010-04-12"	21	4205310	963700332
"2010-04-13"	1	610041	338307131
"2010-04-14"	NA	NA	NA
"2010-04-15"	11	36108	6829344
"2010-04-16"	1	20599707	4119941400
"2010-04-17"	NA	NA	NA
"2010-04-18"	NA	NA	NA
"2010-04-19"	NA	NA	NA
"2010-04-20"	NA	NA	NA
"2010-04-21"	NA	NA	NA
"2010-04-22"	NA	NA	NA
"2010-04-23"	NA	NA	NA
"2010-04-24"	NA	NA	NA
"2010-04-25"	NA	NA	NA
"2010-04-26"	NA	NA	NA
"2010-04-27"	NA	NA	NA
"2010-04-28"	NA	NA	NA
"2010-04-29"	32	42887	8779683
"2010-04-30"	1	233406	59395384
"2010-05-01"	NA	NA	NA
"2010-05-02"	NA	NA	NA
"2010-05-03"	NA	NA	NA
"2010-05-04"	NA	NA	NA
"2010-05-05"	1	1204425	766958664
"2010-05-06"	NA	NA	NA
"2010-05-07"	24	78213006	8073307405
"2010-05-08"	NA	NA	NA
"2010-05-09"	NA	NA	NA
"2010-05-10"	460	2400380265	271451194939
"2010-05-11"	NA	NA	NA
"2010-05-12"	236	99818794	20068402665
"2010-05-13"	NA	NA	NA
"2010-05-14"	NA	NA	NA
"2010-05-15"	NA	NA	NA
"2010-05-16"	NA	NA	NA
"2010-05-17"	NA	NA	NA
"2010-05-18"	NA	NA	NA
"2010-05-19"	NA	NA	NA
"2010-05-20"	NA	NA	NA
"2010-05-21"	NA	NA	NA
"2010-05-22"	NA	NA	NA
"2010-05-23"	NA	NA	NA
"2010-05-24"	NA	NA	NA
"2010-05-25"	NA	NA	NA
"2010-05-26"	5	102078051	20415610200
"2010-05-27"	15	20164385	4047309670
"2010-05-28"	NA	NA	NA
"2010-05-29"	NA	NA	NA
"2010-05-30"	NA	NA	NA
"2010-05-31"	1431	88531123	18417247778
"2010-06-01"	7133	67372770	19382051271
"2010-06-02"	3	31613	8597795
"2010-06-03"	NA	NA	NA
"2010-06-04"	466	64824259	3599578657
"2010-06-05"	NA	NA	NA
"2010-06-06"	NA	NA	NA
"2010-06-07"	1220	3416846	495729338
"2010-06-08"	NA	NA	NA
"2010-06-09"	NA	NA	NA
"2010-06-10"	NA	NA	NA
"2010-06-11"	NA	NA	NA
"2010-06-12"	NA	NA	NA
"2010-06-13"	NA	NA	NA
"2010-06-14"	NA	NA	NA
"2010-06-15"	2687	36973407	11934124102
"2010-06-16"	1	473025	133880662
"2010-06-17"	NA	NA	NA
"2010-06-18"	26	12298908	3534436846
"2010-06-19"	NA	NA	NA
"2010-06-20"	NA	NA	NA
"2010-06-21"	NA	NA	NA
"2010-06-22"	NA	NA	NA
"2010-06-23"	NA	NA	NA
"2010-06-24"	488	17340194	4977239953
"2010-06-25"	NA	NA	NA
"2010-06-26"	NA	NA	NA
"2010-06-27"	NA	NA	NA
"2010-06-28"	NA	NA	NA
"2010-06-29"	NA	NA	NA
"2010-06-30"	NA	NA	NA
"2010-07-01"	48	1774879	888112363
"2010-07-02"	NA	NA	NA
"2010-07-03"	NA	NA	NA
"2010-07-04"	NA	NA	NA
"2010-07-05"	NA	NA	NA
"2010-07-06"	17	97612	20156548
"2010-07-07"	NA	NA	NA
"2010-07-08"	22	31997280	4902890550
"2010-07-09"	NA	NA	NA
"2010-07-10"	NA	NA	NA
"2010-07-11"	NA	NA	NA
"2010-07-12"	NA	NA	NA
"2010-07-13"	178	5518401	2201820495
"2010-07-14"	344	11492896793	2277732132645
"2010-07-15"	18	781368914	154990436530
"2010-07-16"	50	977737957	193789732436
"2010-07-17"	219	556717813	116537083850
"2010-07-18"	34	72099303	14419860600
"2010-07-19"	NA	NA	NA
"2010-07-20"	NA	NA	NA
"2010-07-21"	42	246313256	47782632030
"2010-07-22"	33	41998494	8476201553
"2010-07-23"	NA	NA	NA
"2010-07-24"	NA	NA	NA
"2010-07-25"	NA	NA	NA
"2010-07-26"	NA	NA	NA
"2010-07-27"	2	580055	323344103
"2010-07-28"	23	10264769	5218960206
"2010-07-29"	127	51277961	27377443690
"2010-07-30"	278	7721821275	1544364255000
"2010-07-31"	22	580119211	116023842200
"2010-08-01"	401	2813428	1166373082
"2010-08-02"	NA	NA	NA
"2010-08-03"	NA	NA	NA
"2010-08-04"	NA	NA	NA
"2010-08-05"	1	196343	104217729
"2010-08-06"	109	515112	122401690
"2010-08-07"	NA	NA	NA
"2010-08-08"	9	189574719	37914943800
"2010-08-09"	8	10455154	2955671649
"2010-08-10"	365	10321207744	2085976899793
"2010-08-11"	6	219790826	44190932150
"2010-08-12"	NA	NA	NA
"2010-08-13"	37	271829364	54236535759
"2010-08-14"	NA	NA	NA
"2010-08-15"	NA	NA	NA
"2010-08-16"	184	5102448152	1020489630400
"2010-08-17"	NA	NA	NA
"2010-08-18"	47	1379527310	276673348828
"2010-08-19"	NA	NA	NA
"2010-08-20"	NA	NA	NA
"2010-08-21"	4	116369374	23273874800
"2010-08-22"	NA	NA	NA
"2010-08-23"	2	48102021	9620404200
"2010-08-24"	NA	NA	NA
"2010-08-25"	121	2798494235	560132770881
"2010-08-26"	305	4303838819	860780623085
"2010-08-27"	24	686732797	137346559400
"2010-08-28"	NA	NA	NA
"2010-08-29"	NA	NA	NA
"2010-08-30"	NA	NA	NA
"2010-08-31"	3	1348140	354761311
"2010-09-01"	NA	NA	NA
"2010-09-02"	25	482311069	96381548260
"2010-09-03"	NA	NA	NA
"2010-09-04"	78	6482801	2866050588
"2010-09-05"	1	505061	267670019
"2010-09-06"	NA	NA	NA
"2010-09-07"	NA	NA	NA
"2010-09-08"	NA	NA	NA
"2010-09-09"	4	1796762	950162094
"2010-09-10"	NA	NA	NA
"2010-09-11"	NA	NA	NA
"2010-09-12"	NA	NA	NA
"2010-09-13"	1	83449	45771752
"2010-09-14"	1	26385870	5277174000
"2010-09-15"	NA	NA	NA
"2010-09-16"	1	157640	51790388
"2010-09-17"	2	69078012	13815602400
"2010-09-18"	NA	NA	NA
"2010-09-19"	NA	NA	NA
"2010-09-20"	2	2538696	1394055888
"2010-09-21"	NA	NA	NA
"2010-09-22"	NA	NA	NA
"2010-09-23"	5	117976988	23595397600
"2010-09-24"	NA	NA	NA
"2010-09-25"	NA	NA	NA
"2010-09-26"	NA	NA	NA
"2010-09-27"	9	430101971	86087536801
"2010-09-28"	NA	NA	NA
"2010-09-29"	NA	NA	NA
"2010-09-30"	NA	NA	NA
"2010-10-01"	NA	NA	NA
"2010-10-02"	NA	NA	NA
"2010-10-03"	NA	NA	NA
"2010-10-04"	NA	NA	NA
"2010-10-05"	NA	NA	NA
"2010-10-06"	NA	NA	NA
"2010-10-07"	3	550887	127516619
"2010-10-08"	NA	NA	NA
"2010-10-09"	NA	NA	NA
"2010-10-10"	NA	NA	NA
"2010-10-11"	NA	NA	NA
"2010-10-12"	NA	NA	NA
"2010-10-13"	NA	NA	NA
"2010-10-14"	1	10499	1097605
"2010-10-15"	96	915403	226033417
"2010-10-16"	NA	NA	NA
"2010-10-17"	NA	NA	NA
"2010-10-18"	1	62873	28427017
"2010-10-19"	NA	NA	NA
"2010-10-20"	NA	NA	NA
"2010-10-21"	NA	NA	NA
"2010-10-22"	4	14008670	3502167500
"2010-10-23"	NA	NA	NA
"2010-10-24"	NA	NA	NA
"2010-10-25"	NA	NA	NA
"2010-10-26"	73	961143	309774036
"2010-10-27"	NA	NA	NA
"2010-10-28"	2	545583	159359262
"2010-10-29"	NA	NA	NA
"2010-10-30"	NA	NA	NA
"2010-10-31"	NA	NA	NA
"2010-11-01"	NA	NA	NA
"2010-11-02"	7	4774373	2666252521
"2010-11-03"	NA	NA	NA
"2010-11-04"	NA	NA	NA
"2010-11-05"	NA	NA	NA
"2010-11-06"	NA	NA	NA
"2010-11-07"	NA	NA	NA
"2010-11-08"	76	1457638	193300380
"2010-11-09"	NA	NA	NA
"2010-11-10"	2	67671	27155322
"2010-11-11"	NA	NA	NA
"2010-11-12"	NA	NA	NA
"2010-11-13"	NA	NA	NA
"2010-11-14"	NA	NA	NA
"2010-11-15"	NA	NA	NA
"2010-11-16"	1	120784492	22949053480
"2010-11-17"	3	19303	4394801
"2010-11-18"	NA	NA	NA
"2010-11-19"	NA	NA	NA
"2010-11-20"	NA	NA	NA
"2010-11-21"	NA	NA	NA
"2010-11-22"	NA	NA	NA
"2010-11-23"	NA	NA	NA
"2010-11-24"	NA	NA	NA
"2010-11-25"	NA	NA	NA
"2010-11-26"	NA	NA	NA
"2010-11-27"	NA	NA	NA
"2010-11-28"	NA	NA	NA
"2010-11-29"	NA	NA	NA
"2010-11-30"	23	314093	79786916
"2010-12-01"	NA	NA	NA
"2010-12-02"	NA	NA	NA
"2010-12-03"	NA	NA	NA
"2010-12-04"	5	1968388	638895077
"2010-12-05"	NA	NA	NA
"2010-12-06"	NA	NA	NA
"2010-12-07"	NA	NA	NA
"2010-12-08"	NA	NA	NA
"2010-12-09"	NA	NA	NA
"2010-12-10"	NA	NA	NA
"2010-12-11"	NA	NA	NA
"2010-12-12"	NA	NA	NA
"2010-12-13"	NA	NA	NA
"2010-12-14"	NA	NA	NA
"2010-12-15"	NA	NA	NA
"2010-12-16"	NA	NA	NA
"2010-12-17"	2	98573521	18740837829
"2010-12-18"	NA	NA	NA
"2010-12-19"	NA	NA	NA
"2010-12-20"	NA	NA	NA
"2010-12-21"	NA	NA	NA
"2010-12-22"	NA	NA	NA
"2010-12-23"	NA	NA	NA
"2010-12-24"	NA	NA	NA
"2010-12-25"	NA	NA	NA
"2010-12-26"	NA	NA	NA
"2010-12-27"	NA	NA	NA
"2010-12-28"	NA	NA	NA
"2010-12-29"	NA	NA	NA
"2010-12-30"	NA	NA	NA
"2010-12-31"	16	2160128	945212524
